name,current_price_per_night,average_rating,total_reviews_received,address,lat,lng,reviewer_nationality,rating,review_title,review
Holiday Inn Helsinki West-Ruoholahti,108,4,504,Sulhasenkuja 3 Helsinki 00180  Finland,60.16516,24.909966,Hmeenlinna  Finland,4,International and good quality,This was my first stay in any Holiday Inn  so I don't have anything to compare within the chain. My first experience was good. The hotel was very living  people arriving all the time from 6 pm to midnight. Restaurant was located nicely by the.
Holiday Inn Helsinki West-Ruoholahti,108,4,504,Sulhasenkuja 3 Helsinki 00180  Finland,60.16516,24.909966,Puerto Banus  Spain,4,Good place  but it could be better.,There wasn't any room in Radisson so Holiday Inn has offered us available rooms. This hotel looked very good  underground parking was nice  shopping centre was close to the hotel and location was interesting but far away from Centre of Helsinki. Service was very nice.
Holiday Inn Helsinki West-Ruoholahti,108,4,504,Sulhasenkuja 3 Helsinki 00180  Finland,60.16516,24.909966,Haemeenlinna  Finland,5,International and easy-going,The hotel feels warm and cosy though it is quite a big hotel. Liked a lot the attitude af people working there. We felt very welcome! The situation is good if you have business on that area or if you need to catch the Tallinn.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,3,Cosy small hotel ,Nice hotel in center of Helsinki. Reasonable price  nice staff good service. Parking available for good price. Very quiet and peaceful. Breakfast included. Laundry service  wifi and television. Clean nice
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,2,Way too retro,Stayed for two nights in a room for one. The room itself was clean  but time has passed already awhile ago - this same applies for the whole property. The price included breakfast  I would not call it by that name. Location was a quiet.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Seattle  Washington,4,Great place to stay to experience Helsinki,The hotel staff were very helpful and responsive to any issues or questions we had. Breakfast every morning was a great start to the day. Very convenient to the City Center  without being in the mix of it all. Rooms were cozy. Elevator does not.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,5,A very calm friendly place to stay,I planned on staying at the Anna Hotel for 1 night and stayed for 3. The Hotel is not 5 stare and doesn't pretend to be but it is very homely with everything I needed  the usual requirements ticked all boxes comfy clean bed  great.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,NY,4,Good choice for price and location,The only quirk was I had to instruct my wife how to stand in the shower to minimize water on the small bathroom floor  but this is not so uncommon in Europe - was glad to have shower only  not tub. The double room was.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,St. Petersburg  Russia,4,Business trip at Annankatu,The main reason for choosing the hotel was the low price and central location: 5 min from ECHA Headquarters just down the street and 15 min slow walk from the Railway. The hotel is tiny  but tidy. Earlier check-in was not available  but the luggage.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Barcelona  Spain,2,3 stars? Maybe out of 10...,The only good thing of this hotel is its location  otherwise I'm sorry to say that it's one of the worst and most overpriced hotel I stayed in more than 20yrs travelling in more than 80 countries. Let's be clear: Helsinki has a relative poor.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,New York City  New York,5,good budget accommodation in downtown Helsinki,I stayed at Hotel Anna for a week while visiting Helsinki. It is centrally located (a 15-minute walk from the bus and train stations  or 1-2 blocks from trams #3 and #10)  clean  and comfortable. The rooms are simple but have a few nice touches .
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Aylesbury  United Kingdom,5,Long weekend,Very friendly staff and nice comfortable room Placed well for exploring Helsinki with easy access to trams and busses Would definatatly stay with them again and would recommend the Anna hotels on friends etc if vi
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,4,Cozy little hotel near the center,This is a small cozy hotel  which I recommend. It's close to the city center (5-10 minutes walk)  The rooms  although small  are nice and very clean. A few nitpicks: the bathroom can be a bit smelly sometimes (smells like sewage)  and there is now.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Helsinki  Finland,4,Very cozy but no air conditioning,A city hotel in design district. The hotel is mostly in an old red brick buildig and this reduces the comforts available a bit  but this is how the people in the city live. Good staff and breakfast. Full of business people during weekdays and.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Charlotte  North Carolina,5,Comfortable hotel in excellent location,After flying in from the United States  I really appreciated that Hotel Anna allowed me to check in early  and they also have a spare room to store your bags if they happen to not have rooms available. The receptionist was always very welcoming and.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,abu dhabi,3,Good 3-Star Hotel,This is well located hotel near many restaurants  cafe  and 24 hour convenience stores. The service is very good and helpful. Popular with local tourist. No bar but plenty of good bars around. It is near a walking street that has stores selling with 'local'.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Studley  Virginia,4,Good value for a night's stay,We were taking advantage of the visa free St. Peter Line cruise to Russia  and were only going to be in Helsinki for a day (the departure point). Anna Hotel is located a short walk away from the central park and the waterfront (where there.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,3,OK for a night  but...,...there are much better hotels in Helsinki at same pricing. It is quiet ok to stay for a night  but we've been a bit disappointed about the high price by comparing with other hotels we stayed befor
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,5,Nice hotel  good breakfast,We booked a 4-day trip to Helsinki and we were very satisfied with Hotel Anna. The rooms are nice and it wasn't loud at night. We slept well and i can recommend the breakfast. It is not a very big buffet  but it was good.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,4,City break,Comfortable  exactly what we needed. Hotel Anna has a 24 hour reception and very dedicated staff. The rooms are clean  well serviced and have everything you need. There isn't a huge amount of space and the bathroom is a bit cosy  but it all works.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Gardner  Kansas,5,Fantastic stay at Anna Hotel,We really enjoyed the stay. Very hospitable  nice breakfast and great location. We had a great dinner in the area and walked to the harbor (long walk) the next morning. I highly recommend staying
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Newry  United Kingdom,4,Great location and Friendly staff.,stayed one night from flying into Helsinki to catching a ferry to St. Petersburg. This was the most central  cheapest room I could find. Location is great  only about 10-15mins walk to Market square and the centre. Room was small for the price I payed..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Moscow  Russia,4,Great accomodation in the center of the city,My primary criteria were location  breakfast included and stable wi-fi. The room I booked (standard single room) was rather small  but it was more than enought for me. Room has a window which may not be sufficient to have enough of fresh air  but a.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Indiana,3,Both good and not-so-good,While the breakfast  beds  and concierge were excellent  we found that there were several issues with our bathroom. First the sink was tiny and drained EXTREMELY slowly. Also  the shower head was incredibly difficult to position and as a result  showering wasn't easy. If you.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Denges  Switzerland,4,small but fine,
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,London  United Kingdom,3,Mixed impressions,I liked that the hotel was a little way from the centre so the surrounding streets were quite quiet but it was still close enough to walk easily to the main sites. The reception staff were OK  not particularly friendly and welcoming but not rude.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Tsenograd,4,A nice place,Nice place in the middle of the city. Good service and great that parking lot could be arranged by the hotel. The place is quite small  corridors narrow and our room was tiny  but sufficient. Same goes for the breakfast  everything you need but nothing.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,5,Nice comfortable mid-range hotel,Nice comfortable mid-range hotel near lots of tourist sites in the Design District and central Helsinki. We were in two bedroom #701. Given the price-point  it was a good size. Our co-travelers who had one bedrooms  however  mentioned several times that their rooms were small..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Guam  Mariana Islands,4,Nice comfortable place,Neutral and Random notes: - Took a taxi cab from the airport and it was around 40 Euros. - You can book transportation 24 hours ahead of your scheduled day of departure at the front desk for a good price on a nice vehicle. -.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,4,A great stay!,It's a cozy and very atmospheric hotel. It has a retro vibe you just can't put your finger on. You also get some very nice views from their rooms. The rooms were great and their service as well. All in all a great
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Eilat  Israel,4,Great little hotel,A really nice and neat hotel just by the center of the city and near many bus stations. Comfy rooms and near many shopping centers and restaurants. A free WiFi is really help full for the newcomers to fi
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Copenhagen  Denmark,3,Pleasant hotel in an interesting area close to city centre,I have often stayed at Hotel Anna when on a business trip to Helsinki. The facilities are satisfactory  the breakfast is good and the staff are friendly and helpful. The location is within easy walking distance of the city centre; there are also excellent bus.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,St. Petersburg  Russia,5,Very cosy!,We spent only one night in this hotel but were nicely surprised by its abundant breakfast  cosy beds with easy cushions  polite staff  comfortable elevator  location in close proximity to the city 
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Hong Kong  China,4,quaint little place,I didn't have any expectations going in  as someone else booked it for me. Location: Great. Very central  and the streets felt safe during the night. Some great cafes nearby. Service: It was quite ok. Maybe the Finnish aren't the most smile-y people on earth.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Stockholm  Sweden,1,Dated  not friendly  and the list goes on. Please read.,I could feel the loneliness in these walls. That is how I would start the story about this hotel. First - the check in was ok. A man checked me in. A man that obviously doesn't give a dime in wether a guest would feel.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Brentwood  United Kingdom,2,Nice location,I was visiting Helsinki 13 - 16 October 2015 to see the sights with a Finnish friend. I chose this hotel as it seemed to be a good location with a reasonable price not too far from the City centre. My friend (female) came with.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Castel Guelfo di Bologna  Italy,1,Hardly pleasant,Impolite and menacing  non collaborative front desk  uninformative (my Embassy...!?) simply because I paid with 1day delay  keeping my luggage as guarantee with them. DISTASTEFUL Ok  you can save 25EUR/day to stay in this **hostel  instead of a 3* one  or even a 4* one.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Czech rep,5,super nice,We stayed in this hotel couple of times with my colleagues and were always very happy here. Breakfast are delicious  staff is helpful  rooms are clean and it is practically in the middle of Hels
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Chicago  Illinois,3,Good value and location,This hotel is more typical of a European than an American hotel but was clean with friendly staff and a functional room. Even though I was street-side  the room was not noisy. Short walk to major attractions and the harbor. Good brea
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,5,Great experience!,We were in the middle of an ambitious three-week European vacation  traveling by multiple modes and covering a lot of territory. As such our arrival and departure times did not always coincide with check-in and check-out times of hotels. This hotel seemed to fully understand.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Kiev  Ukraine,5,In The Center of Town,Perfect location; very good breakfast; warm  cosy; helpful staff; They have small secure backyard to store vehicles. Guests should to register online every day to use WiFi. Guests can use conference room (printing  PC etc) for free. Convenient bathroom (it's better than it's common for.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,tasmania,4,excellent location,Hotel Anna is situated in the centre of the design area of Helsinki. It's located in a quiet street but only a few blocks from public transport and  for reasonably fit people  it's within walking distance to the city centre and port. There are plenty.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Manchester  United Kingdom,3,Hotel in Helsinki  fairly near the centre,Hotel was clean and quiet. Room was small and hot but I could open the window which helped. It had good clean facilities for washing and showering  and a comfortable bed. The staff was helpful  but you could not get to your room before 2.0pm .
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Greater London  United Kingdom,4,Cozy  affordable hotel with a unique touch,First time ever in Helsinki  and on a business trip working for a poor NGO. Very cozy place. Even though I had a single bed room and the furniture is rather dated (old-fashioned  but impeccable condition)  it adds a very unique touch and I had.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Tampere  Finland,4,Cozy small hotel,This hotel ended up being a pleasant positive surprise after the initial impression. It's small in every aspect: the lobby  the reception  the room - very tiny  but it's also reflected on the price. On the other hand there's nothing pretentious or pompous about the.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Dubai  United Arab Emirates,4,One night in helsinki,Good location and excellent price quality with breakfast included. The rooms were small but warm and clean. I think this is an excellent option if you are doing a lay over and want to see a bit of the city. The staff was professional and.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,London  United Kingdom,4,Good stay,Hotel is in a moderately good location  even though a bit far for walking from the railway station (I mean  you can find good hotels closer to the station). Breakfast was ok  not impressive though.. Staff are generally helpful  but not really friendly.. However  they.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Buenos Aires  Argentina,4,Good quality for a reasonable Helsinki price,Hotels in Helsinki are expensive. Anna offers good value for money: the rooms are not very big  but they are nice  and the staff is friendly and helpful. Didn't have time for breakfast  unfortunately. The parking garage (20 e/day) is one block away  no hassles.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,5,Very good place to stay,I definitely recommend this hotel. It was a nice experience literally in all the aspects of staying there: friendly personnel  cozy and clean room  tasty breakfast. All interesting places in the city center area and Central Railway terminal are in walking distance from the hotel..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Lincolnshire,5,Excellent value for money in Helsinki,This was the best deal I could find in Helsinki. The staff were friendly  the hotel was clean and well located. They let me put my motorcycle in a courtyard at the back of the hotel which was kind. Breakfast was ade
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,NZ,4,Very good hotel at an affordable price.,I was really impressed with Anna Hotel. Hotels in Helsinki are quite expensive  but I got this for an affordable price. Centrally located in Helsinki and close enough to walk to major sites. The bedroom was small  but the bed was really comfortable and they.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Uppsala  Uppsala Ln  Sweden,3,An OK hotel for the price - not much more,This hotel was quite cheap and for what you paid  I guess you would have to be kind of satisfied. The location is really good; central with a short walking distance to e.g. the harbour  the central station  the two famous churches  and shopping. The.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,London,4,Simple  comfortable  central  nice.,Situated in a central but quiet street  the Anna is a good base for exploring Helsinki. My single room was small but not claustrophobic. Bathroom was small but the shower area was a decent size  it wasn't a pre-fab cubicle so you could comfortably move.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Southern Finland  Finland,3,Basic but OK - excellent location,For once I haven't got much to say. Nothing to complain about  nothing to praise - except for the location. It's close to everywhere in central Helsinki and it's nice to stay in a smaller hotel once in a while. The breakfast is very basic.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,San Francisco  California,4,Good  solid hotel is well located,We came here because of Rick Steves' recommendation  which I concluded was sufficiently backed by the TripAdvisor community to warrant making a reservation for our four-day stay in Helsinki  Finland. Because we didn't expect luxury  and knew that Rick Steves' recommendations tend to be more.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,St. Petersburg  Russia,5,Wonderful Hotel,I have stayed at the Hotel Anna many times  and my last visit was 28.02-02.03.2014. As usual my impressions are very best! The location is great: in the very center of the City  close to the central Railway station  bus stops and places of interest..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,2,Poor small room  claustrophopic,Stayed in a single room for 2 nights on business trip. Room was maybe 8 square   barely possible to turn around. A request to change the room was not met. Definitely not worth the money! Would not return to this 
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Helsinki  Finland,4,Good for one night stay,If you'are visiting Helsinki for a day or two  this hotel is great for staying over. Nothing special but clean  well located  convenient. Not on the main road  so you will be able to sleep  even though everything is just around the c
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Wellington  New Zealand,3,Good value for money,This is a well-run  three star hotel. If you're looking for a three-star experience you will be well pleased with the Anna Hotel. Great location; central but quiet. Good value for money. Rooms clean and well appointed; with refrigerator  safe  TV (no international channels though)..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Guanajuato  Mexico,4,Affordable option with good location,This is a good affordable hotel  compared with other hotels in Helsinki. The location is great  I choose hotel Anna mainly because it was close to the ferry terminal for Linda Line to Tallinn. It is also a short walk to the main sights of.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Tornio  Finland,4,A nice three-star hotel,The location is very good. The hotel is old  but the the rooms are clean. The receptionists were friendly and helpful. I asked for peaceful room and I got it. The bathroom was very little. The breakfast was tasty. It's a good hotel for a.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Oxford  United Kingdom,4,Clean hotel in a good location,Hotels in Helsinki are generally expensive  which makes this a good option. Location is very good  as you can explore the city on foot. The room has all the amenities you will need and it is staffed 24/7. The only thing to note is that.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Naples  Florida,5,Travel like a Finn,Now that I've been to Finland a couple of time  I'm feeling like an expert. I've stayed at a pricey place and a reasonable place and visited a few of the more famous hotels in Helsinki. I'm happy to report that you do NOT have.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Rome  Italy,3,super tiny room,I was here for one night. The location is outstanding in the Middle of everything in Helsinki city center. I got a deal  otherwise it doesn't worth it because the room where I stayed was super extra tiny  like in Hong Kong or Singapore!! So.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Loures  Portugal,4,Good Location,In the center of Helsinki  only a 10 min walk of Esplanadi. It is a good place to stay! The rooms are small but very clean. Good breakfast! The staff are kindly. It has good wifi. Basic but cosy 
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Stockholm  Sweden,4,Right Price Right Locaion,I went to Helsinki on business  stayed over at the Anna Hotel for a few days to see the city. The price and location were great. It's a short walk to all the interesting points and shopping and close to the business centers too. Helsinki.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,St. Petersburg  Russia,5,Value for money!,We booked I think the cheapest hotel in the center of Helsinki and were amazed with how pleasant our stay was. We arrivedd very early (8 am) and they have as a free early check-in without any problems. The room was very cosy and tidy..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Hannover  Germany,4,Average hotel,Hotel Anna is just a basic hotel. The nice things about it was that it was in a quiet part of town that was only a 5-10 walk from everything. The bed was comfy. The staff was wonderful. Breakfast (included) was average and very European.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Zurich  Switzerland,3,Nothing special but okay,Having in mind that the hotel is really located perfectly in the center of Helsinki  we certainly could have chosen worse than the Anna Hotel. Room was quite big  bathroom old fashioned but clean. Unfortunately no air condition  temparature was a bit high. TV was.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Minneapolis  Minnesota,3,Beautiful Helsinki,Helsinki visit was fantastic and Anna Hotel provided perfect location to explore the city. The tram line doing a figure eight around the city (3T) stops only one block away from the hotel and provides access to all the main tourist attractions. Good; - very.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Sunnyvale  California,5,Great location  helpful staff,I enjoyed my time at Hotel Anna and would stay here again. It is very convenient to public transport - within 1 block of tram 3B/3T  bus 14/18/17 and also bus 24 (plus others). Very easy walk to downtown and to many of the sights..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Nueziders  Austria,3,nice little hotel at the wrong time of the year,the hotel is very simple and the roooms are tiny - I visited during the heat 30 degree and it was unbearable. The hotel is lacking an aircon and sleep was impossible for 2 straight nights. In winter it might be an bargain but in.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Saint Louis  Missouri,4,Nice hotel  great service  wish it were more central.,Loved the hotel  had good service- which was not common anywhere else in Helsinki. Loved our room. Top floor and although no a/c the fan they had in the room sufficed. Breakfast was perfect with plenty of choices. Location was ok. A few choices of.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Tampere,4,Good value for the money,Rooms are very clean and simple. Minibar is really reasonably priced. Overall one gets a feeling of not being ripped off. There is free internet. The network is not very strong. Excellent location. Breakfast is OK. Friendly and service oriented stuff. No gym and children`s.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,London  UK,5,Great Hotel,Really simple review. The rooms are clean and well furnished. It's in a great location for everything you'd need to do in Helsinki. We visited Suomelinna  Olympic Stadium  Cathedrals & walked around town. Nightlife is great & some really nice bars only a block from.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,4,Good place to stay,People has been very friendly and helpful! Very close to everything  very nice room! Good options for food in the morning. they were very helpful when my luggage got stock in the ai
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Tampere  Finland,3,Nice budget hotel in city center,Hotel is in a great location in Helsinki city center. Room was basic  but OK. The only negative thing in the room was high temperature as there was no AC. Nice breakfast. I would visit this hotel 
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Hertford,2,Functional but Dull,This hotel on the outer edge of the main town is functional a reasonable value for this city. The rooms are clean but very hot and the beds very soft. The staff do their job well enough but not very helpful with local information or.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,,3,Fair hotel,The hotel is well located and the staff is very helpful. The rooms are a bit small and the decoration looks from the 70s or 80s oddly mixed with a LCD TV. The breakfast is good  but ought to arrive early to find smoked s
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Lund,4,Ok hotel  nice surroundings,Hotel Anna is a bit worn down  but it was quiet and relatively clean  and it is located in a nice part of Helsinki  with antique shops  old book shops etc. I stayed two nights on the 5th floor  and it was more than ok..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Merseyside,3,Small  quiet  ok,The location is fine  near to museums etc. The rooms are quite small but were clean and tidy. Staff were ok  but nothing special. Breakfast could have been better  just cereal  breads  cold meats etc. It's cheap for Helsinki standards but pretty average ov
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Moscow  Russia,4,Good hotel,All staffs were very friendly. Considering about the 3 stars hotel  this hotel provides us enough service and has hotel quipment. The bathroom was heated enough. There is a vending machine for hot drinks (1 euro) and you can have water free of charge. Breakfast.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Helsinki  Finland,4,Nice centrally located hotel,If you're looking for a centrally located  quiet and affordable place  look no further! The hotel is within 10 minutes walking distance of most sites (ok  Helsinki is small but still) yet it is situated in a quiet street which means one can sleep with.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,New Delhi  India,2,Worst in Helsinki,If I have to rate my worst stay ever in Helsinki  I will count this hotel. Though hotel building is located at a prime location in the south district  it is badly managed and overly priced for nothing. We had to stay in this hotel .
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Moscow  Russia,4,Your choice in Helsinki,It was very centrally located  you could go everywhere walking  even to the bus and train station which was very practical to got to the airport. It was very close to many gay clubs and cafes  which was also very confortable. It was a little.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Oslo  Norway,4,well situated  good service  nice stay,the hotel is very well situated  it is clean and the service is amazing. the price for a double room worth the cleanliness  the location  the value and the breakfast. definitively recommand it for everyone for a nice and quiet stay in hel
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Argos  Greece,2,Too small room/bed,I visited Helsinki and spent two nights in Hotel Anna. For a single room  I paid 75 per night which was an "offer"!! When I entered my room though it reminded it me my dorm room when I was a student at the university. Small.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Toronto  Canada,3,Hotel Anna review,Hotel Anna is situated right in the heart of the city. Its walking distance from the city centre which makes it very convinient for travellers without vehicles. Comfortable affortable rooms with buffet breakfast. I recommend this
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Melbourne  Australia,2,Stifling in summer,Although I only paid about A$150 (60 euros or so)  I did not particularly enjoy my stay despite the good location. One could excuse the pokey rooms for a single traveller - after all  this is Europe and land is expensive in the larger cities..
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Lugano,4,Nice,Anna Hotel in Helsinki has a good location. Room are bigger than a standart 3 stars hotel. The hotel staff is very friendly and the breakfast is very good for a 3 stars hotel. I cannot give you a comments congering price as we stayed.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,Exeter  United Kingdom,3,Not that good,Hotel is ok in a reasonable location. Poor parking options  rooms are small and not much room to maneouvre. Staff are ok but not particularly welcoming. Breakfast is adequate but nothing spectacular. Hotel is opposite a busy nightclub so expect a lot of late night.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,nyc,4,Highly Recommended in all seasons (low and high),This is a very good choice  recommended to me by a Helsinki native. I've spent three vacations in Helsinki and this well-located  design-centric hotel was well worth the reasonable price. It is NOT a posh boutique hotel  so if you are look for high-end Finnish.
Anna Hotel,104,4,356,Annankatu 1 Helsinki 00120  Finland,60.162903,24.942627,TheHague,4,Typically Finnish !,No frills with regards to interior decor but the rooms are lovely and warm in winter and are a decent size too. The location is great for nightlife and also within walking distance from the centre. Nice traditional Finnish breakfast. The only problem is parking .
Scandic Park Helsinki,125,4,1925,Mannerheimintie 46 Helsinki 00260  Finland,60.1792,24.928192,Kavlinge  Sweden,2,Noicy,The restaurant was overcrowded  loud and very noicy no matter which time we had breakfast! The food didn't live up to my expectations compared to other Scandic Hotels! The room was ok  the bed was very comfor
Scandic Park Helsinki,125,4,1925,Mannerheimintie 46 Helsinki 00260  Finland,60.1792,24.928192,,3,Business hotel with crazy breakfast experience,
Scandic Park Helsinki,125,4,1925,Mannerheimintie 46 Helsinki 00260  Finland,60.1792,24.928192,Joensuu  Finland,4,Good rooms,
Scandic Park Helsinki,125,4,1925,Mannerheimintie 46 Helsinki 00260  Finland,60.1792,24.928192,Porthcawl  United Kingdom,3,Disappointing,as part of a tour party  we were originally due to stay at The Raddisson Blu Royal  but our itinerary was changed to relocate to this hotel. The hotel is located on a main street which is a straight  ten minute walk to the main.
